#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A36376
#Date Time: 2019-03-14 16:04:16.854
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2.95 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -500 mV
#Channel 2: Range: 500 mV/div Offset: -500 mV
#Math 1: Function: (C1-C2)/301

Time (s),Channel 1 (V),Channel 2 (V),Math 1 (A)
0.00303875,0.0222841,7.00975e-05,7.38006e-05
0.00304,0.0222841,-0.000600936,7.60299e-05
0.00304125,0.0229465,-0.000600936,7.82306e-05
0.0030425,0.0229465,-0.000265419,7.71159e-05
0.00304375,0.0226153,-0.000936452,7.82449e-05
0.003045,0.0226153,-0.000265419,7.60156e-05
0.00304625,0.0226153,-0.000265419,7.60156e-05
0.0030475,0.0222841,-0.000265419,7.49153e-05
0.00304875,0.0226153,-0.000600936,7.71302e-05
0.00305,0.0222841,-0.000600936,7.60299e-05
0.00305125,0.0226153,-0.000265419,7.60156e-05
0.0030525,0.0226153,7.00975e-05,7.49009e-05
0.00305375,0.0222841,-0.000265419,7.49153e-05
0.003055,0.0222841,-0.000265419,7.49153e-05
0.00305625,0.0216217,-0.000265419,7.27146e-05
0.0030575,0.0222841,7.00975e-05,7.38006e-05
0.00305875,0.0226153,-0.000265419,7.60156e-05
0.00306,0.0222841,-0.000600936,7.60299e-05
0.00306125,0.0222841,-0.000265419,7.49153e-05
0.0030625,0.0222841,7.00975e-05,7.38006e-05
0.00306375,0.0219529,7.00975e-05,7.27003e-05
0.003065,0.0222841,-0.000265419,7.49153e-05
0.00306625,0.0222841,-0.000265419,7.49153e-05
0.0030675,0.0219529,-0.000936452,7.60443e-05
0.00306875,0.0219529,-0.000265419,7.3815e-05
0.00307,0.0222841,-0.000265419,7.49153e-05
0.00307125,0.0219529,7.00975e-05,7.27003e-05
0.0030725,0.0219529,7.00975e-05,7.27003e-05
0.00307375,0.0219529,-0.000265419,7.3815e-05
0.003075,0.0212905,-0.000600936,7.2729e-05
0.00307625,0.0219529,-0.000600936,7.49296e-05
0.0030775,0.0219529,-0.000265419,7.3815e-05
0.00307875,0.0219529,-0.000600936,7.49296e-05
0.00308,0.0219529,-0.000600936,7.49296e-05
0.00308125,0.0222841,7.00975e-05,7.38006e-05
0.0030825,0.0219529,-0.000600936,7.49296e-05
0.00308375,0.0222841,-0.000265419,7.49153e-05
0.003085,0.0219529,-0.000600936,7.49296e-05
0.00308625,0.0216217,-0.000600936,7.38293e-05
0.0030875,0.0216217,7.00975e-05,7.16e-05
0.00308875,0.0219529,-0.000600936,7.49296e-05
0.00309,0.0219529,-0.000600936,7.49296e-05
0.00309125,0.0222841,-0.000265419,7.49153e-05
0.0030925,0.0216217,-0.000265419,7.27146e-05
0.00309375,0.0222841,-0.000265419,7.49153e-05
0.003095,0.0216217,-0.000265419,7.27146e-05
0.00309625,0.0219529,-0.000600936,7.49296e-05
0.0030975,0.0216217,-0.000265419,7.27146e-05
0.00309875,0.0219529,-0.000600936,7.49296e-05
0.0031,0.0219529,7.00975e-05,7.27003e-05
0.00310125,0.0219529,7.00975e-05,7.27003e-05
0.0031025,0.0219529,-0.000265419,7.3815e-05
0.00310375,0.0219529,7.00975e-05,7.27003e-05
0.003105,0.0219529,7.00975e-05,7.27003e-05
0.00310625,0.0216217,-0.000265419,7.27146e-05
0.0031075,0.0222841,-0.000265419,7.49153e-05
0.00310875,0.0219529,-0.000265419,7.3815e-05
0.00311,0.0219529,7.00975e-05,7.27003e-05
0.00311125,0.0216217,7.00975e-05,7.16e-05
0.0031125,0.0219529,-0.000600936,7.49296e-05
0.00311375,0.0212905,-0.000265419,7.16143e-05
0.003115,0.0216217,-0.000600936,7.38293e-05
0.00311625,0.0219529,-0.000265419,7.3815e-05
0.0031175,0.0216217,-0.000265419,7.27146e-05
0.00311875,0.0209593,-0.000600936,7.16287e-05
0.00312,0.0216217,-0.000265419,7.27146e-05
0.00312125,0.0219529,-0.000265419,7.3815e-05
0.0031225,0.0219529,-0.000600936,7.49296e-05
0.00312375,0.0216217,-0.000600936,7.38293e-05
0.003125,0.0212905,-0.000600936,7.2729e-05
0.00312625,0.0216217,-0.000936452,7.4944e-05
0.0031275,0.0216217,-0.000936452,7.4944e-05
0.00312875,0.0216217,-0.000600936,7.38293e-05
0.00313,0.0212905,-0.000600936,7.2729e-05
0.00313125,0.0216217,-0.000936452,7.4944e-05
0.0031325,0.0216217,-0.000265419,7.27146e-05
0.00313375,0.0216217,-0.000600936,7.38293e-05
0.003135,0.0219529,-0.000600936,7.49296e-05
0.00313625,0.0219529,-0.000600936,7.49296e-05
0.0031375,0.0216217,-0.000600936,7.38293e-05
0.00313875,0.0216217,-0.000600936,7.38293e-05
0.00314,0.0212905,-0.000265419,7.16143e-05
0.00314125,0.0216217,-0.000600936,7.38293e-05
0.0031425,0.0216217,7.00975e-05,7.16e-05
0.00314375,0.0216217,-0.000600936,7.38293e-05
0.003145,0.0209593,-0.000265419,7.0514e-05
0.00314625,0.0216217,-0.000265419,7.27146e-05
0.0031475,0.0219529,-0.000265419,7.3815e-05
0.00314875,0.0216217,7.00975e-05,7.16e-05
0.00315,0.0216217,7.00975e-05,7.16e-05
0.00315125,0.0212905,-0.000265419,7.16143e-05
0.0031525,0.0216217,-0.000600936,7.38293e-05
0.00315375,0.0212905,7.00975e-05,7.04997e-05
0.003155,0.0212905,7.00975e-05,7.04997e-05
0.00315625,0.0212905,-0.000600936,7.2729e-05
0.0031575,0.0212905,-0.000265419,7.16143e-05
0.00315875,0.0212905,-0.000600936,7.2729e-05
0.00316,0.0216217,-0.000936452,7.4944e-05
0.00316125,0.0216217,-0.000265419,7.27146e-05
0.0031625,0.0212905,-0.000265419,7.16143e-05
0.00316375,0.0212905,-0.000265419,7.16143e-05
0.003165,0.0206281,-0.000265419,6.94137e-05
0.00316625,0.0216217,-0.000265419,7.27146e-05
0.0031675,0.0219529,-0.000600936,7.49296e-05
0.00316875,0.0209593,-0.000265419,7.0514e-05
0.00317,-0.010504,-0.000936452,-3.17859e-05
0.00317125,-0.0267325,-0.000936452,-8.57011e-05
0.0031725,-0.0264013,-0.000936452,-8.46008e-05
0.00317375,-0.0264013,-0.000600936,-8.57154e-05
0.003175,-0.0264013,-0.000600936,-8.57154e-05
0.00317625,-0.0260701,-0.000600936,-8.46151e-05
0.0031775,-0.0260701,-0.000936452,-8.35005e-05
0.00317875,-0.0257389,-0.000265419,-8.46295e-05
0.00318,-0.0264013,-0.000600936,-8.57154e-05
0.00318125,-0.0260701,-0.000600936,-8.46151e-05
0.0031825,-0.0260701,-0.000265419,-8.57298e-05
0.00318375,-0.0257389,-0.000600936,-8.35148e-05
0.003185,-0.0254077,-0.000265419,-8.35292e-05
0.00318625,-0.0257389,-0.000265419,-8.46295e-05
0.0031875,-0.0257389,-0.000600936,-8.35148e-05
0.00318875,-0.0250765,-0.000600936,-8.13142e-05
0.00319,-0.0257389,-0.000265419,-8.46295e-05
0.00319125,-0.0254077,-0.000265419,-8.35292e-05
0.0031925,-0.0257389,-0.000265419,-8.46295e-05
0.00319375,-0.0254077,-0.000600936,-8.24145e-05
0.003195,-0.0260701,-0.000265419,-8.57298e-05
0.00319625,-0.0254077,-0.000265419,-8.35292e-05
0.0031975,-0.0254077,-0.000265419,-8.35292e-05
0.00319875,-0.0254077,-0.000265419,-8.35292e-05
0.0032,-0.0254077,-0.000600936,-8.24145e-05
0.00320125,-0.0254077,-0.000600936,-8.24145e-05
0.0032025,-0.0250765,-0.000265419,-8.24289e-05
0.00320375,-0.0250765,-0.000600936,-8.13142e-05
0.003205,-0.0250765,-0.000265419,-8.24289e-05
0.00320625,-0.0254077,7.00975e-05,-8.46439e-05
0.0032075,-0.0254077,-0.000600936,-8.24145e-05
0.00320875,-0.0257389,-0.000265419,-8.46295e-05
0.00321,-0.0254077,-0.000600936,-8.24145e-05
0.00321125,-0.0257389,-0.000600936,-8.35148e-05
0.0032125,-0.0260701,-0.000265419,-8.57298e-05
0.00321375,-0.0254077,-0.000265419,-8.35292e-05
0.003215,-0.0257389,-0.000265419,-8.46295e-05
0.00321625,-0.0257389,-0.000265419,-8.46295e-05
0.0032175,-0.0254077,-0.000265419,-8.35292e-05
0.00321875,-0.0254077,-0.000600936,-8.24145e-05
0.00322,-0.0254077,-0.000936452,-8.12998e-05
0.00322125,-0.0250765,-0.000600936,-8.13142e-05
0.0032225,-0.0257389,-0.000600936,-8.35148e-05
0.00322375,-0.0257389,-0.000600936,-8.35148e-05
0.003225,-0.0257389,-0.000600936,-8.35148e-05
0.00322625,-0.0254077,-0.000265419,-8.35292e-05
0.0032275,-0.0250765,-0.000265419,-8.24289e-05
0.00322875,-0.0254077,7.00975e-05,-8.46439e-05
0.00323,-0.0254077,-0.000600936,-8.24145e-05
0.00323125,-0.0250765,-0.000600936,-8.13142e-05
0.0032325,-0.0254077,-0.000265419,-8.35292e-05
0.00323375,-0.0254077,-0.000265419,-8.35292e-05
0.003235,-0.0254077,7.00975e-05,-8.46439e-05
0.00323625,-0.0250765,-0.000600936,-8.13142e-05
0.0032375,-0.0254077,-0.000265419,-8.35292e-05
0.00323875,-0.0250765,-0.000265419,-8.24289e-05
0.00324,-0.0254077,-0.000600936,-8.24145e-05
0.00324125,-0.0250765,-0.000265419,-8.24289e-05
0.0032425,-0.0250765,-0.000600936,-8.13142e-05
0.00324375,-0.0254077,-0.000600936,-8.24145e-05
0.003245,-0.0250765,-0.000936452,-8.01995e-05
0.00324625,-0.0250765,-0.000265419,-8.24289e-05
0.0032475,-0.0254077,-0.000600936,-8.24145e-05
0.00324875,-0.0254077,-0.000936452,-8.12998e-05
0.00325,-0.0257389,-0.000936452,-8.24001e-05
0.00325125,-0.0254077,-0.000600936,-8.24145e-05
0.0032525,-0.0254077,-0.000265419,-8.35292e-05
0.00325375,-0.0254077,-0.000936452,-8.12998e-05
0.003255,-0.0250765,-0.000600936,-8.13142e-05
0.00325625,-0.0257389,-0.000265419,-8.46295e-05
0.0032575,-0.0250765,-0.000600936,-8.13142e-05
0.00325875,-0.0250765,-0.000600936,-8.13142e-05
0.00326,-0.0250765,-0.000600936,-8.13142e-05
0.00326125,-0.0247453,-0.000936452,-7.90992e-05
0.0032625,-0.0254077,-0.000600936,-8.24145e-05
0.00326375,-0.0254077,-0.000265419,-8.35292e-05
0.003265,-0.0254077,-0.000600936,-8.24145e-05
0.00326625,-0.0254077,-0.000936452,-8.12998e-05
0.0032675,-0.0250765,-0.000936452,-8.01995e-05
0.00326875,-0.0257389,-0.000600936,-8.35148e-05
0.00327,-0.0250765,-0.000936452,-8.01995e-05
0.00327125,-0.0250765,-0.000600936,-8.13142e-05
0.0032725,-0.0250765,-0.000936452,-8.01995e-05
0.00327375,-0.0250765,-0.000600936,-8.13142e-05
0.003275,-0.0250765,7.00975e-05,-8.35435e-05
0.00327625,-0.0250765,-0.000265419,-8.24289e-05
0.0032775,-0.0254077,7.00975e-05,-8.46439e-05
0.00327875,-0.0247453,-0.000265419,-8.13286e-05
0.00328,-0.0247453,-0.000265419,-8.13286e-05
0.00328125,-0.0254077,-0.000600936,-8.24145e-05
0.0032825,-0.0250765,-0.000265419,-8.24289e-05
0.00328375,-0.0250765,-0.000600936,-8.13142e-05
0.003285,-0.0247453,-0.000600936,-8.02139e-05
0.00328625,-0.0250765,-0.000600936,-8.13142e-05
0.0032875,-0.0250765,-0.000265419,-8.24289e-05
0.00328875,-0.0254077,-0.000265419,-8.35292e-05
0.00329,-0.0247453,-0.000600936,-8.02139e-05
0.00329125,-0.0247453,-0.000265419,-8.13286e-05
0.0032925,-0.0244141,-0.000265419,-8.02283e-05
0.00329375,-0.0250765,-0.000265419,-8.24289e-05
0.003295,-0.0247453,-0.000600936,-8.02139e-05
0.00329625,-0.0247453,-0.000265419,-8.13286e-05
0.0032975,-0.0250765,-0.000265419,-8.24289e-05
0.00329875,-0.0250765,-0.000936452,-8.01995e-05
0.0033,-0.0247453,-0.000600936,-8.02139e-05
0.00330125,-0.0247453,-0.000600936,-8.02139e-05
0.0033025,-0.0247453,-0.000600936,-8.02139e-05
0.00330375,-0.0250765,7.00975e-05,-8.35435e-05
0.003305,-0.0247453,0.000405614,-8.35579e-05
0.00330625,-0.0244141,7.00975e-05,-8.13429e-05
0.0033075,-0.0247453,7.00975e-05,-8.24432e-05
0.00330875,-0.0247453,7.00975e-05,-8.24432e-05
0.00331,-0.0250765,-0.000265419,-8.24289e-05
0.00331125,-0.0247453,-0.000265419,-8.13286e-05
0.0033125,-0.0240829,7.00975e-05,-8.02426e-05
0.00331375,-0.0244141,7.00975e-05,-8.13429e-05
0.003315,-0.0244141,-0.000265419,-8.02283e-05
0.00331625,-0.0244141,-0.000265419,-8.02283e-05
0.0033175,-0.0244141,7.00975e-05,-8.13429e-05
0.00331875,-0.0244141,-0.000265419,-8.02283e-05
0.00332,-0.0244141,-0.000265419,-8.02283e-05
0.00332125,-0.0244141,7.00975e-05,-8.13429e-05
0.0033225,-0.0244141,7.00975e-05,-8.13429e-05
0.00332375,-0.0247453,7.00975e-05,-8.24432e-05
0.003325,-0.0247453,7.00975e-05,-8.24432e-05
0.00332625,-0.0244141,-0.000600936,-7.91136e-05
0.0033275,-0.0240829,-0.000265419,-7.9128e-05
0.00332875,-0.0244141,-0.000265419,-8.02283e-05
0.00333,0.0159914,0.000741131,5.06654e-05
0.00333125,0.02394,0.00107665,7.59581e-05
0.0033325,0.0236088,7.00975e-05,7.82018e-05
0.00333375,0.0229465,-0.000265419,7.71159e-05
0.003335,0.0226153,7.00975e-05,7.49009e-05
0.00333625,0.0226153,7.00975e-05,7.49009e-05
0.0033375,0.0229465,-0.000265419,7.71159e-05
0.00333875,0.0229465,-0.000265419,7.71159e-05
0.00334,0.0226153,-0.000600936,7.71302e-05
0.00334125,0.0226153,-0.000265419,7.60156e-05
0.0033425,0.0222841,-0.000265419,7.49153e-05
0.00334375,0.0229465,-0.000600936,7.82306e-05
0.003345,0.0226153,-0.000936452,7.82449e-05
0.00334625,0.0222841,-0.000936452,7.71446e-05
0.0033475,0.0226153,-0.000600936,7.71302e-05
0.00334875,0.0219529,-0.000600936,7.49296e-05
0.00335,0.0226153,-0.000265419,7.60156e-05
0.00335125,0.0229465,-0.000265419,7.71159e-05
0.0033525,0.0226153,7.00975e-05,7.49009e-05
0.00335375,0.0229465,-0.000265419,7.71159e-05
0.003355,0.0226153,7.00975e-05,7.49009e-05
0.00335625,0.0226153,-0.000265419,7.60156e-05
0.0033575,0.0226153,-0.000265419,7.60156e-05
0.00335875,0.0222841,-0.000265419,7.49153e-05
0.00336,0.0226153,-0.000265419,7.60156e-05
0.00336125,0.0222841,-0.000265419,7.49153e-05
0.0033625,0.0222841,-0.000265419,7.49153e-05
0.00336375,0.0222841,-0.000265419,7.49153e-05
0.003365,0.0222841,-0.000600936,7.60299e-05
0.00336625,0.0229465,-0.000265419,7.71159e-05
0.0033675,0.0226153,7.00975e-05,7.49009e-05
0.00336875,0.0222841,-0.000265419,7.49153e-05
0.00337,0.0222841,-0.000600936,7.60299e-05
0.00337125,0.0222841,-0.000265419,7.49153e-05
0.0033725,0.0222841,-0.000265419,7.49153e-05
0.00337375,0.0219529,-0.000265419,7.3815e-05
0.003375,0.0222841,-0.000265419,7.49153e-05
0.00337625,0.0222841,0.000405614,7.26859e-05
0.0033775,0.0222841,0.000405614,7.26859e-05
0.00337875,0.0219529,-0.000265419,7.3815e-05
0.00338,0.0222841,-0.000600936,7.60299e-05
0.00338125,0.0222841,-0.000936452,7.71446e-05
0.0033825,0.0222841,-0.000265419,7.49153e-05
0.00338375,0.0222841,-0.000936452,7.71446e-05
0.003385,0.0219529,-0.000936452,7.60443e-05
0.00338625,0.0226153,-0.000265419,7.60156e-05
0.0033875,0.0222841,7.00975e-05,7.38006e-05
0.00338875,0.0222841,-0.000265419,7.49153e-05
0.00339,0.0226153,-0.000265419,7.60156e-05
0.00339125,0.0226153,-0.000600936,7.71302e-05
0.0033925,0.0219529,-0.000265419,7.3815e-05
0.00339375,0.0219529,7.00975e-05,7.27003e-05
0.003395,0.0219529,7.00975e-05,7.27003e-05
0.00339625,0.0222841,7.00975e-05,7.38006e-05
0.0033975,0.0226153,-0.000265419,7.60156e-05
0.00339875,0.0226153,-0.000265419,7.60156e-05
0.0034,0.0219529,-0.000265419,7.3815e-05
0.00340125,0.0219529,0.000405614,7.15856e-05
0.0034025,0.0219529,7.00975e-05,7.27003e-05
0.00340375,0.0219529,-0.000265419,7.3815e-05
0.003405,0.0219529,7.00975e-05,7.27003e-05
0.00340625,0.0219529,-0.000265419,7.3815e-05
0.0034075,0.0219529,-0.000600936,7.49296e-05
0.00340875,0.0222841,-0.000600936,7.60299e-05
0.00341,0.0219529,-0.000265419,7.3815e-05
0.00341125,0.0219529,7.00975e-05,7.27003e-05
0.0034125,0.0222841,7.00975e-05,7.38006e-05
0.00341375,0.0216217,-0.000265419,7.27146e-05
0.003415,0.0219529,-0.000265419,7.3815e-05
0.00341625,0.0216217,-0.000265419,7.27146e-05
0.0034175,0.0222841,-0.000265419,7.49153e-05
0.00341875,0.0219529,-0.000265419,7.3815e-05
0.00342,0.0219529,-0.000265419,7.3815e-05
0.00342125,0.0219529,-0.000265419,7.3815e-05
0.0034225,0.0216217,-0.000265419,7.27146e-05
0.00342375,0.0216217,7.00975e-05,7.16e-05
0.003425,0.0216217,7.00975e-05,7.16e-05
0.00342625,0.0216217,-0.000265419,7.27146e-05
0.0034275,0.0219529,-0.000936452,7.60443e-05
0.00342875,0.0216217,-0.000600936,7.38293e-05
0.00343,0.0216217,-0.000936452,7.4944e-05
0.00343125,0.0216217,-0.000265419,7.27146e-05
0.0034325,0.0219529,-0.000265419,7.3815e-05
0.00343375,0.0216217,-0.000600936,7.38293e-05
0.003435,0.0212905,-0.000265419,7.16143e-05
0.00343625,0.0212905,7.00975e-05,7.04997e-05
0.0034375,0.0216217,-0.000600936,7.38293e-05
0.00343875,0.0216217,-0.000600936,7.38293e-05
0.00344,0.0212905,7.00975e-05,7.04997e-05
0.00344125,0.0209593,-0.000600936,7.16287e-05
0.0034425,0.0212905,-0.000936452,7.38437e-05
0.00344375,0.0216217,-0.000600936,7.38293e-05
0.003445,0.0212905,-0.000265419,7.16143e-05
0.00344625,0.0216217,-0.000265419,7.27146e-05
0.0034475,0.0219529,7.00975e-05,7.27003e-05
0.00344875,0.0216217,-0.000265419,7.27146e-05
0.00345,0.0216217,7.00975e-05,7.16e-05
0.00345125,0.0212905,-0.000265419,7.16143e-05
0.0034525,0.0212905,-0.000265419,7.16143e-05
0.00345375,0.0212905,-0.000936452,7.38437e-05
0.003455,0.0219529,-0.00127197,7.7159e-05
0.00345625,0.0212905,-0.000600936,7.2729e-05
0.0034575,0.0209593,-0.000600936,7.16287e-05
0.00345875,0.0212905,-0.000936452,7.38437e-05
0.00346,0.0212905,-0.000936452,7.38437e-05
0.00346125,0.0212905,-0.000600936,7.2729e-05
0.0034625,0.0216217,-0.000265419,7.27146e-05
0.00346375,0.0212905,-0.000600936,7.2729e-05
0.003465,0.0209593,-0.000600936,7.16287e-05
0.00346625,0.0209593,-0.000936452,7.27434e-05
0.0034675,0.0212905,-0.000600936,7.2729e-05
0.00346875,0.0212905,-0.000936452,7.38437e-05
0.00347,0.0209593,-0.000936452,7.27434e-05
0.00347125,0.0212905,-0.000600936,7.2729e-05
0.0034725,0.0212905,-0.000600936,7.2729e-05
0.00347375,0.0209593,-0.000265419,7.0514e-05
0.003475,0.0209593,-0.000265419,7.0514e-05
0.00347625,0.0209593,-0.000265419,7.0514e-05
0.0034775,0.0209593,-0.000265419,7.0514e-05
0.00347875,0.0212905,-0.000600936,7.2729e-05
0.00348,0.0212905,-0.000936452,7.38437e-05
0.00348125,0.0212905,-0.000600936,7.2729e-05
0.0034825,0.0212905,-0.000600936,7.2729e-05
0.00348375,0.0212905,-0.000936452,7.38437e-05
0.003485,0.0212905,-0.000265419,7.16143e-05
0.00348625,0.0212905,-0.000265419,7.16143e-05
0.0034875,0.0212905,-0.000265419,7.16143e-05
0.00348875,0.0199657,-0.000265419,6.72131e-05
0.00349,-0.0267325,-0.00127197,-8.45864e-05
0.00349125,-0.0267325,-0.000936452,-8.57011e-05
0.0034925,-0.0267325,-0.000936452,-8.57011e-05
0.00349375,-0.0260701,-0.000600936,-8.46151e-05
0.003495,-0.0264013,-0.000265419,-8.68301e-05
0.00349625,-0.0264013,-0.000265419,-8.68301e-05
0.0034975,-0.0264013,-0.000600936,-8.57154e-05
0.00349875,-0.0260701,-0.000600936,-8.46151e-05
0.0035,-0.0257389,-0.000936452,-8.24001e-05
0.00350125,-0.0260701,-0.000600936,-8.46151e-05
0.0035025,-0.0260701,-0.000265419,-8.57298e-05
0.00350375,-0.0260701,-0.000936452,-8.35005e-05
0.003505,-0.0257389,-0.000600936,-8.35148e-05
0.00350625,-0.0257389,-0.000600936,-8.35148e-05
0.0035075,-0.0260701,-0.000600936,-8.46151e-05
0.00350875,-0.0257389,-0.000265419,-8.46295e-05
0.00351,-0.0257389,-0.000600936,-8.35148e-05
0.00351125,-0.0260701,-0.000265419,-8.57298e-05
0.0035125,-0.0257389,-0.000265419,-8.46295e-05
0.00351375,-0.0254077,-0.000265419,-8.35292e-05
0.003515,-0.0257389,-0.000936452,-8.24001e-05
0.00351625,-0.0260701,-0.000265419,-8.57298e-05
0.0035175,-0.0257389,-0.000265419,-8.46295e-05
0.00351875,-0.0254077,-0.000265419,-8.35292e-05
0.00352,-0.0260701,-0.000600936,-8.46151e-05
0.00352125,-0.0257389,-0.000265419,-8.46295e-05
0.0035225,-0.0257389,-0.000600936,-8.35148e-05
0.00352375,-0.0254077,-0.000265419,-8.35292e-05
0.003525,-0.0257389,-0.000600936,-8.35148e-05
0.00352625,-0.0257389,-0.000600936,-8.35148e-05
0.0035275,-0.0254077,-0.000600936,-8.24145e-05
0.00352875,-0.0254077,-0.000265419,-8.35292e-05
0.00353,-0.0260701,-0.000265419,-8.57298e-05
0.00353125,-0.0260701,-0.000600936,-8.46151e-05
0.0035325,-0.0257389,7.00975e-05,-8.57442e-05
0.00353375,-0.0260701,-0.000265419,-8.57298e-05
0.003535,-0.0254077,-0.000600936,-8.24145e-05
0.00353625,-0.0257389,-0.000936452,-8.24001e-05
0.0035375,-0.0257389,-0.000600936,-8.35148e-05
0.00353875,-0.0257389,-0.000265419,-8.46295e-05
0.00354,-0.0257389,7.00975e-05,-8.57442e-05
0.00354125,-0.0257389,-0.000600936,-8.35148e-05
0.0035425,-0.0257389,-0.000600936,-8.35148e-05
0.00354375,-0.0254077,-0.000600936,-8.24145e-05
0.003545,-0.0257389,-0.000265419,-8.46295e-05
0.00354625,-0.0257389,-0.000265419,-8.46295e-05
0.0035475,-0.0254077,-0.000265419,-8.35292e-05
0.00354875,-0.0254077,-0.000600936,-8.24145e-05
0.00355,-0.0254077,-0.000600936,-8.24145e-05
0.00355125,-0.0254077,7.00975e-05,-8.46439e-05
0.0035525,-0.0254077,0.000405614,-8.57585e-05
0.00355375,-0.0254077,-0.000600936,-8.24145e-05
0.003555,-0.0254077,-0.000936452,-8.12998e-05
0.00355625,-0.0254077,7.00975e-05,-8.46439e-05
0.0035575,-0.0250765,-0.000265419,-8.24289e-05
0.00355875,-0.0254077,-0.000265419,-8.35292e-05
0.00356,-0.0254077,-0.000265419,-8.35292e-05
0.00356125,-0.0250765,-0.000265419,-8.24289e-05
0.0035625,-0.0250765,-0.000265419,-8.24289e-05
0.00356375,-0.0254077,-0.000265419,-8.35292e-05
0.003565,-0.0254077,-0.000265419,-8.35292e-05
0.00356625,-0.0250765,-0.000265419,-8.24289e-05
0.0035675,-0.0250765,-0.000936452,-8.01995e-05
0.00356875,-0.0257389,-0.000265419,-8.46295e-05
0.00357,-0.0254077,-0.000600936,-8.24145e-05
0.00357125,-0.0250765,-0.000265419,-8.24289e-05
0.0035725,-0.0250765,-0.000265419,-8.24289e-05
0.00357375,-0.0254077,-0.000265419,-8.35292e-05
0.003575,-0.0254077,7.00975e-05,-8.46439e-05
0.00357625,-0.0247453,0.000405614,-8.35579e-05
0.0035775,-0.0250765,0.000405614,-8.46582e-05
0.00357875,-0.0254077,0.000405614,-8.57585e-05
0.00358,-0.0254077,-0.000265419,-8.35292e-05
0.00358125,-0.0247453,-0.000600936,-8.02139e-05
0.0035825,-0.0257389,-0.000600936,-8.35148e-05
0.00358375,-0.0250765,-0.000600936,-8.13142e-05
0.003585,-0.0247453,-0.000265419,-8.13286e-05
0.00358625,-0.0247453,-0.000265419,-8.13286e-05
0.0035875,-0.0247453,-0.000600936,-8.02139e-05
0.00358875,-0.0250765,-0.000936452,-8.01995e-05
0.00359,-0.0250765,-0.000265419,-8.24289e-05
0.00359125,-0.0250765,-0.000600936,-8.13142e-05
0.0035925,-0.0250765,-0.000265419,-8.24289e-05
0.00359375,-0.0247453,7.00975e-05,-8.24432e-05
0.003595,-0.0247453,-0.000265419,-8.13286e-05
0.00359625,-0.0247453,-0.000265419,-8.13286e-05
0.0035975,-0.0247453,7.00975e-05,-8.24432e-05
0.00359875,-0.0244141,-0.000265419,-8.02283e-05
0.0036,-0.0250765,-0.000265419,-8.24289e-05
0.00360125,-0.0247453,7.00975e-05,-8.24432e-05
0.0036025,-0.0247453,7.00975e-05,-8.24432e-05
0.00360375,-0.0244141,-0.000265419,-8.02283e-05
0.003605,-0.0250765,-0.000265419,-8.24289e-05
0.00360625,-0.0247453,-0.000265419,-8.13286e-05
0.0036075,-0.0250765,-0.000265419,-8.24289e-05
0.00360875,-0.0247453,-0.000265419,-8.13286e-05
0.00361,-0.0244141,7.00975e-05,-8.13429e-05
0.00361125,-0.0244141,-0.000600936,-7.91136e-05
0.0036125,-0.0247453,-0.000265419,-8.13286e-05
0.00361375,-0.0247453,-0.000265419,-8.13286e-05
0.003615,-0.0244141,7.00975e-05,-8.13429e-05
0.00361625,-0.0247453,-0.000265419,-8.13286e-05
0.0036175,-0.0250765,-0.000265419,-8.24289e-05
0.00361875,-0.0250765,7.00975e-05,-8.35435e-05
0.00362,-0.0247453,7.00975e-05,-8.24432e-05
0.00362125,-0.0250765,7.00975e-05,-8.35435e-05
0.0036225,-0.0247453,-0.000265419,-8.13286e-05
0.00362375,-0.0250765,-0.000936452,-8.01995e-05
0.003625,-0.0247453,-0.000600936,-8.02139e-05
0.00362625,-0.0247453,-0.000265419,-8.13286e-05
0.0036275,-0.0247453,7.00975e-05,-8.24432e-05
0.00362875,-0.0247453,7.00975e-05,-8.24432e-05
0.00363,-0.0250765,7.00975e-05,-8.35435e-05
0.00363125,-0.0244141,0.000405614,-8.24576e-05
0.0036325,-0.0244141,7.00975e-05,-8.13429e-05
0.00363375,-0.0240829,-0.000265419,-7.9128e-05
0.003635,-0.0240829,7.00975e-05,-8.02426e-05
0.00363625,-0.0244141,7.00975e-05,-8.13429e-05
0.0036375,-0.0240829,7.00975e-05,-8.02426e-05
0.00363875,-0.0237517,7.00975e-05,-7.91423e-05
0.00364,-0.0237517,7.00975e-05,-7.91423e-05
0.00364125,-0.0240829,7.00975e-05,-8.02426e-05
0.0036425,-0.0240829,-0.000265419,-7.9128e-05
0.00364375,-0.0240829,7.00975e-05,-8.02426e-05
0.003645,-0.0244141,-0.000265419,-8.02283e-05
0.00364625,-0.0240829,-0.000265419,-7.9128e-05
0.0036475,-0.0247453,7.00975e-05,-8.24432e-05
0.00364875,-0.0154719,0.000405614,-5.27493e-05
0.00365,0.0246024,0.00107665,7.81587e-05
0.00365125,0.02394,0.000405614,7.81875e-05
0.0036525,0.02394,7.00975e-05,7.93021e-05
